logP,qed,mw,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30,token_31,token_32,token_33
1.707,1.72,1.669,00000,10001,10001,00101,10001,01001,10111,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,10001,11000,10001,11000,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.235,1.421,1.948,00000,10001,11101,00101,10001,01001,00101,10001,01001,10111,11000,10001,00101,10001,01001,10001,00111,10001,00111,10001,00111,11011,00101,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111
1.456,0.673,1.382,00000,10001,11000,10001,00101,10001,01001,10001,00111,10111,00111,01111,10001,10010,10001,01000,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.817,1.496,1.99,00000,11000,00111,01111,10001,11000,10001,10001,10001,10001,10001,10001,11011,00101,10001,00101,10001,01001,10001,10001,11101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.548,0.673,1.753,00000,10001,10001,00111,10111,01111,00101,10001,11000,10001,10001,10111,10001,00101,10001,01001,10110,10001,11011,10111,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.528,1.197,1.392,00000,10111,10001,10001,10001,10001,10001,11011,11100,10001,10001,11011,00101,10001,11011,00101,10001,11011,00101,11011,11100,10001,10001,10001,11011,11011,11110,11111,11111,11111,11111,11111,11111,11111
1.422,0.449,1.531,00000,10001,10001,11000,10001,10001,01111,10111,10001,10111,10001,10001,10001,11011,00101,10001,10001,11011,00101,11000,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.299,1.945,2.143,00000,10001,10001,01111,10001,10001,10111,10001,10111,11101,00101,10001,01001,00101,10001,01001,10001,01000,10001,00111,10001,00111,11011,00101,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111
1.609,0.748,0.723,00000,10111,10001,10001,00111,10001,00111,10001,00111,11011,00101,10011,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.161,2.543,1.968,00000,10001,10001,10001,01111,01000,11000,10001,00111,10001,00111,01111,10001,10010,10001,00111,11011,00001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.486,1.122,1.6,00000,11000,00111,01111,10001,11000,10001,10001,10001,10001,11011,11100,10001,00101,10001,01001,10001,10001,11101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.333,0.524,1.141,00000,11000,00111,01111,10001,11000,10001,00111,10001,10001,10001,10111,10001,10001,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.541,2.169,1.836,00000,10001,10001,01111,00101,10001,00101,10001,01001,11000,10111,10001,10001,00111,10001,00111,10001,00111,11011,00101,10001,11011,00110,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.989,0.075,1.391,00000,10001,10001,00111,01111,11000,10001,10001,01111,10001,10111,10001,00101,10001,01001,11000,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.951,1.122,2.128,00000,10001,10001,01111,10001,11000,01111,01000,10001,00101,10001,01001,10111,10001,10001,10111,10001,10001,11011,00101,10001,01111,10001,10011,01111,10001,10011,10011,11110,11111,11111,11111,11111,11111
2.45,0.898,2.462,00000,11101,10001,00111,10001,00111,01111,00010,10111,01111,11100,10001,10001,10010,10001,10001,10010,10001,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.316,1.346,1.67,00000,11000,10001,00111,10111,00111,10001,01111,00010,10111,10001,10001,10001,10111,10001,10001,11011,00001,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.112,0.449,1.335,00000,10001,10001,00101,10001,01001,10001,10001,10111,10001,00101,10001,01001,10001,10001,10001,11011,00101,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.488,1.346,1.728,00000,11000,10001,00111,01111,10001,10010,10001,00111,01111,10001,10010,10001,00111,11011,10000,10010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.55,1.272,1.725,00000,10001,10001,00111,01111,00011,10111,10001,00101,10001,01001,10001,10001,10001,11011,11011,01111,10001,10001,10001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111
2.135,1.72,1.703,00000,11000,00111,01111,10001,11000,10001,00111,10001,00111,10001,01111,10001,10010,00111,10001,00111,11011,00001,10110,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.732,2.543,2.171,00000,10001,10001,01111,10001,10001,01111,10001,10001,10001,00111,10001,00111,01111,00010,11000,11101,01111,10001,10111,00101,10001,01001,01001,10001,00111,11011,11000,11110,11111,11111,11111,11111,11111
1.422,1.122,1.823,00000,10001,10001,00111,10001,10110,10001,00101,10001,01001,10001,00101,10001,01001,10111,01111,10001,10001,10001,01100,00110,10001,00111,11011,01000,10001,11110,11111,11111,11111,11111,11111,11111,11111
2.14,1.122,1.545,00000,10001,10001,01000,10001,10001,10001,00111,11011,00101,10110,10001,00111,10001,00111,10001,00111,11011,00110,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.588,0.823,1.197,00000,10001,10001,10001,10001,10001,01111,11011,10001,10111,10001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.49,0.748,1.169,00000,10001,10001,00111,01111,10001,10001,10001,01111,11011,10001,10111,10001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.673,1.197,1.586,00000,10111,10001,00111,10001,00111,01111,10111,10001,00111,10001,00111,01111,10001,11000,10111,01000,11011,00001,10001,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.879,0.449,1.6,00000,10001,10001,01111,00011,10111,10001,00101,10001,01001,10001,01111,10001,10111,10001,01111,10001,10001,10001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.636,0.972,1.685,00000,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,00111,10110,10001,01000,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.715,1.272,1.628,00000,10001,11000,10001,00111,10001,00111,01111,10001,10111,10001,00111,10001,00111,01111,10001,11000,10111,00111,11011,10111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.462,1.272,1.684,00000,11000,00111,10001,00111,11101,10001,01111,10000,10001,00111,10001,00111,11101,11011,01111,00111,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.465,1.571,1.516,00000,10001,11000,10001,00101,10001,01001,10001,11000,10001,00111,10001,00111,01111,10001,11000,10001,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.354,1.795,2.115,00000,10001,10001,01000,11101,00101,10001,01001,00101,10001,01001,10001,00111,01111,11011,10001,10111,10001,00111,10001,00111,11011,10000,10111,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111
1.431,0.449,1.558,00000,10111,10001,01000,10001,00111,10001,00111,10001,00111,11011,00101,10111,10001,01000,10111,00111,11011,01000,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.668,1.272,1.475,00000,11101,10001,01000,10001,01111,00110,10001,00111,10001,00111,10111,00111,11011,00101,01000,11000,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.796,1.197,1.977,00000,10001,00111,10001,01111,10001,10001,01111,10001,10001,11000,10001,10001,01111,10001,11000,10001,10111,10001,01111,10001,10001,01111,10001,10001,10001,11110,11111,11111,11111,11111,11111,11111,11111
2.135,1.272,1.74,00000,10001,00111,10001,00111,10001,00111,01111,10000,10110,10001,11011,01111,00111,11011,00110,10001,10001,10001,10001,10001,11011,00010,10111,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111
1.134,0.673,1.726,00000,10001,10111,01111,10001,10001,10001,10001,00011,10001,10111,01111,10001,10001,10001,00101,10001,01001,10111,01111,10001,10001,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.817,1.346,1.419,00000,11000,10001,00111,10001,00111,01111,00110,10001,00111,10001,10111,10001,10001,11011,00101,10001,00111,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.416,0.524,1.739,00000,11000,00111,10001,00111,10111,01111,00110,10001,10001,11000,10001,10001,11011,01111,11000,10001,00101,10001,01001,10110,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.095,1.047,1.461,00000,10111,10001,00111,10001,00111,10111,00111,11011,00101,10111,10001,10001,10111,10001,10001,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.957,1.272,1.072,00000,10001,10001,00111,10001,01111,10001,10111,01000,10001,01111,00101,10001,01111,10001,10001,10001,00111,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.235,1.87,1.878,00000,10111,10001,00101,10001,01001,10001,10111,10001,00101,10001,01001,11000,10001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.042,0.374,2.669,00000,10111,00111,01111,10001,10111,10111,10001,01000,10001,00111,01111,10001,01110,10001,00111,10001,00111,10001,00111,11011,11000,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.346,1.87,1.879,00000,10001,11000,10001,00111,10001,00111,01111,10111,10001,10111,10001,01111,10001,10001,10001,01111,10001,10111,01001,10001,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.303,1.197,1.475,00000,10001,10111,10001,10001,10001,01111,00010,11000,10001,00111,10111,00111,10111,00111,11011,00101,10001,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.779,1.122,1.406,00000,10001,00111,10111,00111,10001,00101,11100,00111,11011,00101,10001,10111,10001,10001,10001,11011,01111,10001,10001,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.841,0.598,1.961,00000,10001,10001,00101,10001,01001,10111,10001,00111,01111,10001,10011,10001,00101,10001,01001,10111,01111,00101,10001,01111,10001,10001,01001,10001,11011,11000,01001,11110,11111,11111,11111,11111,11111
1.401,2.094,1.697,00000,10001,10001,10111,10001,00101,10001,01001,11000,10001,10001,11011,00101,10001,10001,00111,10110,10001,01000,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.046,1.346,1.725,00000,11000,10001,00111,10001,01000,10001,10001,10001,10001,11011,00101,11011,11011,10001,00111,10001,00111,10001,00111,11011,00101,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.656,1.496,1.099,00000,10001,11000,10001,00111,10001,00111,10001,01111,00101,10001,00101,10001,01001,11000,00111,11011,00110,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.749,2.094,1.67,00000,10001,10001,00111,10001,01111,00001,10001,10001,01111,10001,10001,10111,00111,10001,00111,11011,00010,11000,10001,11000,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.63,1.047,1.809,00000,10001,10111,01111,10001,10001,10001,10001,00011,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,11000,10001,11000,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.397,2.468,2.087,00000,11000,01101,00101,10001,01001,01111,00010,10001,10001,00111,10001,00111,10001,00111,11011,00101,10001,00111,10110,10111,01000,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.318,1.197,1.574,00000,10001,10001,01111,10001,10001,10001,01111,00101,10001,01111,10001,10001,10001,10001,10001,11101,10001,11011,10000,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.987,1.122,1.161,00000,11000,10001,00111,10001,00111,10001,01111,11100,10001,10001,10010,00111,11011,00110,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.426,0.598,2.836,00000,11000,01011,01111,00010,10111,01111,11100,10001,10001,10010,10001,10001,10010,10111,10001,10001,01111,10001,11000,10001,11000,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.297,0.075,1.536,00000,10001,10111,01111,10001,10001,10111,01000,10001,00111,10001,00111,10001,01111,10001,10010,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.431,1.047,0.918,00000,10001,10001,01111,10001,10111,10001,01111,10001,10001,10001,00111,10110,10001,01000,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.118,1.87,2.822,00000,10111,10001,01000,10001,00111,10001,00111,01111,10001,10101,10001,00111,11011,00001,11101,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.647,1.421,1.836,00000,10001,11000,10001,00111,10001,00111,01111,10111,10001,10110,10111,00111,01111,10001,11000,10001,01100,00101,10111,10001,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.974,1.945,2.046,00000,10001,10001,11101,10001,01000,10001,10001,00101,10001,01001,10111,11011,00101,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.584,0.299,1.6,00000,10111,10001,01000,10001,00111,01111,10001,10111,10001,00111,01111,10000,10001,00111,11011,00001,10110,11011,00010,10001,10001,10001,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111
1.422,0.449,1.531,00000,10001,10001,11000,10001,10001,01111,10111,10001,10111,10001,10001,10001,11011,00101,10001,10001,11011,00101,11000,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.084,0.0,1.184,00000,10001,10001,01111,10001,10001,10001,11000,10001,00101,10001,01101,10001,11011,00001,01111,10001,10001,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.562,1.346,1.835,00000,10001,11010,00101,10001,01001,01111,10001,11000,10001,01111,11100,10001,10001,10111,10001,01111,10001,10011,01111,10001,10011,10011,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.728,2.244,1.865,00000,10111,10001,10001,10001,00111,10110,10001,01111,00110,10001,10001,00111,10001,00111,11101,11011,01111,01000,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.573,1.421,1.726,00000,10001,10001,00111,10001,00111,10001,01111,01000,10001,00111,10001,00111,01111,10001,10111,10001,00111,11011,00001,10001,00111,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.804,2.917,2.697,00000,10111,10001,10001,10001,00111,10110,10001,01111,10111,10001,00111,10111,00111,10001,01111,10001,01110,00111,11011,00001,01000,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.017,2.169,1.864,00000,10001,10001,00111,10001,01111,10001,10011,00111,10110,10001,00111,01111,00001,10001,10001,00101,10001,01001,11000,10001,11011,00110,00111,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111
1.401,0.748,1.446,00000,10001,10001,00111,10001,00111,10110,10001,00101,10001,01001,10001,00101,10001,01001,11000,10001,11011,10000,00111,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.151,0.374,0.612,00000,10001,10001,10001,10001,01111,10001,10111,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.418,1.795,1.823,00000,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,11000,10001,10001,01111,10000,10001,01000,10001,10001,10111,11011,01111,11000,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111
2.547,0.823,1.532,00000,10001,10001,10001,10001,10001,10001,10001,10111,10001,10001,10001,10001,10001,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.159,0.449,0.987,00000,11000,01000,10111,10001,10001,10001,10001,11011,01111,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.246,0.075,1.419,00000,10001,10001,10001,00111,10001,00111,10001,01111,11011,10001,10001,00111,11011,10000,10111,00111,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.282,0.673,1.224,00000,10111,10001,01000,10001,00111,10001,00111,10001,00111,11011,00101,10001,00101,10001,01001,10110,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.872,0.823,1.809,00000,11000,10001,00111,10111,01000,10111,00111,11011,01111,11101,10001,00111,10001,00111,10001,00111,11011,01000,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.445,2.094,2.108,00000,11101,00111,10110,10001,00111,10111,11011,01111,10001,10001,00111,10001,00111,10001,00111,11011,00101,10010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.851,1.72,2.143,00000,10111,10001,10001,10001,11010,00101,10001,01001,01111,10001,11000,10001,10001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.966,1.646,1.976,00000,10001,10001,01111,10001,10001,01111,10001,10001,11000,10001,00101,10001,01001,10111,10001,01111,11011,10001,01001,10001,01111,10001,10001,01111,10001,10001,10001,11110,11111,11111,11111,11111,11111
1.876,1.571,1.57,00000,10111,10001,10001,00111,10001,00111,10001,01111,10001,01110,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.961,1.87,2.074,00000,10001,10001,10001,10001,01000,10111,00111,01111,11011,11101,10001,10111,10001,01111,10001,10001,01000,10001,00111,11011,10111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.779,1.047,1.322,00000,10001,10001,00111,10001,10001,01111,11100,10001,10001,11000,10001,00101,10001,01001,10001,10001,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.248,1.197,1.251,00000,11000,00111,01111,10001,11000,10001,00111,10111,10001,00111,10111,00111,10001,11011,00101,01000,11011,00110,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.728,2.02,1.879,00000,11000,10001,10001,11101,10001,10001,00111,10111,00111,10001,00111,10001,00111,10111,11011,00110,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.333,1.346,2.004,00000,10001,10001,01111,11011,10001,11101,10001,00101,10001,01001,10111,10001,10001,10001,10001,11011,01111,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.301,1.795,2.447,00000,01110,10001,00111,10001,00111,10110,10001,00111,01111,00001,10001,11011,01111,00111,11011,00110,10001,10001,10111,00111,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.732,1.272,1.043,00000,10001,11000,10001,00111,10001,00111,10110,10111,00111,10001,11011,01111,00111,11011,00110,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.078,0.224,0.932,00000,11000,10001,11000,10111,00111,10001,01100,01111,10001,10111,10001,10001,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.649,1.571,2.089,00000,10001,10001,10001,10111,01111,11100,10001,10001,10001,10001,10001,10001,11011,11011,10001,00111,10001,00111,11101,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.875,0.374,1.279,00000,10001,10111,10001,00101,10001,01001,10110,10001,10001,00111,10110,10001,01100,01111,10001,11011,00010,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.728,0.673,1.67,00000,11000,10001,00111,10001,00111,01111,00110,10001,10001,10001,10001,10111,10001,11011,00101,10001,00111,11011,10111,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.985,0.15,0.751,00000,10001,00011,10001,01111,10001,10111,10001,10001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.622,1.795,1.475,00000,10001,10001,01111,10001,10111,10001,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,11000,10001,11000,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.163,0.0,1.585,00000,10111,10001,10001,01111,10001,11000,10001,00111,10001,00111,01111,10001,11000,10001,01111,10001,11000,00111,11011,10000,10011,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.917,1.047,1.641,00000,10001,10111,10001,00111,01111,00101,10001,01111,10001,10111,01001,10001,00111,01111,10001,10111,10111,00111,10111,00111,11011,00001,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111
1.486,1.421,1.391,00000,10111,10001,00101,10001,01001,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,10001,00111,10001,11011,00101,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.083,0.224,1.501,00000,10001,10001,01111,10001,10111,11010,00101,10001,01001,01111,10001,11000,10001,10001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.117,0.823,0.959,00000,10001,11000,10001,10110,10111,00111,10001,01100,01111,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.838,1.795,1.795,00000,10001,11000,10001,00111,10001,00111,10001,10110,10001,00111,01111,00101,10001,11011,00110,01100,01111,10001,10001,10111,10001,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.915,1.72,1.615,00000,10001,11000,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,10001,10001,10001,11011,00101,10001,10001,11011,01111,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.643,2.394,2.101,00000,10001,10001,00111,10001,00111,01111,10111,10001,10001,01000,11000,11101,00101,10001,01001,10111,11011,00101,10001,00111,11011,01000,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.503,1.72,1.475,00000,10111,10001,01111,00001,10001,10001,00101,10001,01001,11000,10001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.974,0.972,1.155,00000,10001,00111,10001,00111,01111,00110,10001,00111,10001,00111,10001,01000,11011,00101,10111,00111,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.77,1.197,1.628,00000,10001,10001,00111,10001,01111,10001,10001,00111,10111,00111,01111,10001,11000,10001,01111,10001,11000,01000,10001,11011,10000,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111
1.838,0.823,0.988,00000,10111,10001,00111,10001,01000,10001,00111,10001,00111,10001,00111,11011,00010,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.647,1.346,1.28,00000,10001,10001,00101,10001,01001,10111,01111,10001,10001,10001,00111,10001,00111,01111,10001,11000,10001,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.473,0.449,1.488,00000,10001,11000,10001,00111,10001,00111,01111,00010,10001,00101,10001,01001,10001,00101,10001,01001,11000,10001,00111,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.919,0.374,0.571,00000,10001,10001,00101,10001,01001,10001,10001,10001,01111,10001,10001,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.827,1.047,1.739,00000,10011,10001,00101,00010,00111,10001,00111,10001,00111,10001,00111,11011,00101,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.027,0.299,1.03,00000,10111,10001,01111,00101,10001,00101,10001,01001,11000,10001,10001,11101,10001,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.872,0.598,1.628,00000,10001,10001,00101,00001,00111,10001,00101,10001,01001,11000,10001,00101,10001,01001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.208,2.618,2.107,00000,10001,10001,00101,10001,01001,10001,10001,01111,10001,11000,10001,00111,10001,00111,10001,00111,01111,10001,10010,10001,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.715,2.02,1.503,00000,10001,10001,10001,10111,10001,00111,10001,00101,10001,01001,10001,01111,10001,11000,00111,11011,10000,10001,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.94,1.571,1.406,00000,10001,10001,10001,10111,10001,10001,00111,10001,00111,10001,01111,11011,10001,00100,00111,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.365,2.468,2.948,00000,11000,10001,00111,10001,00111,01111,00010,10001,10111,10001,00111,10110,10001,11011,01111,01101,10001,00111,11011,01000,01110,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.881,0.972,1.78,00000,11000,10001,01000,10111,00111,01111,00111,10001,00111,10001,00111,10001,00111,10001,00111,11011,00101,10110,11011,00110,11000,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.11,2.094,1.879,00000,10001,10001,01111,10001,10001,01111,10001,10001,10001,01111,10001,11000,10001,00111,10001,00111,01111,00101,10001,00101,10001,01001,11000,10001,00111,11011,00110,11110,11111,11111,11111,11111,11111
1.8,0.449,1.739,00000,10001,10001,00111,10001,01111,00111,10001,01111,10001,10001,10111,01111,10001,11000,10001,01111,10001,10111,01001,00111,01111,10001,10001,11000,11011,01000,11110,11111,11111,11111,11111,11111,11111
1.571,1.272,1.67,00000,10001,10001,01000,11000,10001,01111,01000,10001,10001,10111,10001,10001,10001,11011,00101,10001,10001,11011,00101,01000,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
